Master Bug ID,Source Bug ID,Source File / Sheet,Source Row / Evidence ID,Module,Screen / Route,Bug Title,Bug Description,Bug Type,Severity,Priority Reason,Reproduction Status,Reproduction Steps,Expected Result,Actual Result,Evidence Available,Evidence Link / Evidence ID,Likely Page / Component File,Likely Hook / Store / Service File,Likely API Route,Likely Supabase Table,Likely DB Field,Related Modules,Dashboard Impact,Reminder Impact,Document Vault Impact,Auth / Security Impact,Data Loss Risk,Calculation Risk,Duplicate Status,Duplicate Of,Technical Confidence,AI Confidence Reason,Needs WD Verification,Suggested Jira Issue Type,Suggested Jira Title,Recommended Next Action,Assigned To,Status,Notes
BUG-AUTH-008,PM-11,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,12,Authentication,/relink,Google Drive link redirects to Pehchaan,| | Post-OAuth redirect target not observed during the single one-time Drive grant; reproducing requires unlink/relink of Google account. Retest on a fresh account or after unlink.,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Cannot Reproduce,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",| | Post-OAuth redirect target not observed during the single one-time Drive grant; reproducing requires unlink/relink of Google account. Retest on a fresh account or after unlink.,Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Parent Bug,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Authentication] Google Drive link redirects to Pehchaan,Needs Auth Review,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-003,PM-12,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,13,Sthapana / Foundation,Needs WD Verification,Education-loan toggle not saving to DB,Toggle switched ON during Add by tester; saved record stores linkedLoanId: null (API) and loan indicator absent after save. | Consistent with report Bug 12 description and 06-06 evidence. | Silent-field-loss family. Data-level proof: toggle ON -> null.,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Toggle switched ON during Add by tester; saved record stores linkedLoanId: null (API) and loan indicator absent after save. | Consistent with report Bug 12 description and 06-06 evidence. | Silent-field-loss family. Data-level proof: toggle ON -> null.,Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules,Possible,Possible,Possible,No,Low,Possible,Parent Bug,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Sthapana / Foundation] Education-loan toggle not saving to DB,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-004,PM-13,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,14,Sthapana / Foundation,Needs WD Verification,Doc doesn't move to new member's Drive folder on ownership change,"| | Folder-move behavior requires real Drive storage; NB-013 shows no files reach Drive on this account (no consent, no folder, fabricated URLs). Untestable until storage layer exists.",Edit/Update,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Cannot Reproduce,See source row/evidence; reproduce with dummy data only in isolated environment.,Edits should persist and update dependent modules consistently.,"| | Folder-move behavior requires real Drive storage; NB-013 shows no files reach Drive on this account (no consent, no folder, fabricated URLs). Untestable until storage layer exists.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules,Possible,Possible,Possible,No,Low,No,Parent Bug,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Sthapana / Foundation] Doc doesn't move to new member's Drive folder on ownership change,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-003,PM-14,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,15,Sthapana / Foundation,/Edit,Education-loan toggle missing on edit page,Tester opened edit form on existing qualification: NO Education Loan toggle present (Add form has it). | Matches report exactly; deterministic UI structure. | Add/Edit field parity defect; compounds Bug 12 (even a persisted flag would be uneditable).,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Tester opened edit form on existing qualification: NO Education Loan toggle present (Add form has it). | Matches report exactly; deterministic UI structure. | Add/Edit field parity defect; compounds Bug 12 (even a persisted flag would be uneditable).,Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules,Possible,Possible,Possible,No,Low,Possible,Possible Duplicate,BUG-PROFILE-003,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Sthapana / Foundation] Education-loan toggle missing on edit page,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-005,PM-15,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,16,Sthapana / Foundation,/foundation,Foundation dashboard card UI inconsistent,"DOM measurement run 1 (fresh load in test tab, 1470px viewport / clientWidth 1464): Foundation header info-card = 790px wide (x 328->1118), p-4. Reference: Bhoomi header card, IDENTICAL full class string AND identical row composition (36px back button + 12px gap inside the same 872px header row) = 808px (x 328->1136). 18px width inconsistency between the two modules sharing the card recipe. | Run 2 (independent loads: Bhoomi measured in the already-open tester tab AND re-measured on a fresh load in the test tab; Foundation re-probed after a navigation round-trip): deterministic — 790 vs 808 again. Parent chains identical on both pages (header row 872px @ x280; content column 920px @ x256; margin-right 0 on both cards). | ROOT CAUSE (fix-ready): the header info-card has NO width constraint (no flex-1 / w-full; margin-right 0), so as a plain flex item it is CONTENT-SIZED — each module's card width floats with its description text length (790 vs 808 inside identical 872px rows). One-line fix: add flex-1 to the shared header-card component. This also explains Bug 31 AND why the 10-07 automation found 'no difference' (it measured the fixed-width 872px title ROW, not the card). Report says 'on the dashboard'; the element actually sits at the top of /foundation and matches the report screenshot exactly (back arrow + info icon + Profile/Family/Education chips). Human visual pass now optional — a deterministic DOM delta exists; screenshot captured for a reporter's-eye check anyway.",Save/Create,P3,"Primarily UI, wording, layout, or lower-risk usability issue unless WD evidence shows deeper impact.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"DOM measurement run 1 (fresh load in test tab, 1470px viewport / clientWidth 1464): Foundation header info-card = 790px wide (x 328->1118), p-4. Reference: Bhoomi header card, IDENTICAL full class string AND identical row composition (36px back button + 12px gap inside the same 872px header row) = 808px (x 328->1136). 18px width inconsistency between the two modules sharing the card recipe. | Run 2 (independent loads: Bhoomi measured in the already-open tester tab AND re-measured on a fresh load in the test tab; Foundation re-probed after a navigation round-trip): deterministic — 790 vs 808 again. Parent chains identical on both pages (header row 872px @ x280; content column 920px @ x256; ma",Yes,Same root cause as Bug 31 (module header-card family) — one Jira ticket,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules; Dashboard,Possible,Possible,Possible,No,Low,No,Unique,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Sthapana / Foundation] Foundation dashboard card UI inconsistent,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-CREDENTIAL-001,PM-16,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,17,Kunji / Credentials,Needs WD Verification,Reveal Password button does nothing,"| | Created portal (HDFC test, encrypted mode, master-password vault set up) does not appear in the portal list (NB-016) — no portal can be opened, so Reveal Password is unreachable. Retest after NB-016 fix.",Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Cannot Reproduce,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","| | Created portal (HDFC test, encrypted mode, master-password vault set up) does not appear in the portal list (NB-016) — no portal can be opened, so Reveal Password is unreachable. Retest after NB-016 fix.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,● Confirmed - dwaar/portals/add/page.tsx (create); dwaar/portals/portal/[id]/page.tsx (combined detail+edit),● Confirmed - Same POST /api/credentials endpoint (upsert-style),● Confirmed - POST /api/credentials handles BOTH create and update (branches internally on presence of data.id) - no separate PUT route,● Confirmed - credential_records table,Not mapped,Foundation contacts; Rajya; continuity workflows,Possible,No,No,Yes,Low,No,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Kunji / Credentials] Reveal Password button does nothing,Needs Auth Review,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-CREDENTIAL-002,PM-17,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,18,Kunji / Credentials,/dwaar/portals/add,Registration date accepts future dates,"Route /dwaar/portals/add, step 2: Registration Date set to 12/12/2030 (far future) by tester -> ACCEPTED, no validation message. | Consistent with report; single tester observation (P3 cosmetic-adjacent, low reproduction risk). | Kunji route = /dwaar/portals; add form is 2-step (step1 category/platform/URL, step2 credentials + registration date). Reg date is optional per PRD 3.2.",Save/Create,P3,"Primarily UI, wording, layout, or lower-risk usability issue unless WD evidence shows deeper impact.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Route /dwaar/portals/add, step 2: Registration Date set to 12/12/2030 (far future) by tester -> ACCEPTED, no validation message. | Consistent with report; single tester observation (P3 cosmetic-adjacent, low reproduction risk). | Kunji route = /dwaar/portals; add form is 2-step (step1 category/platform/URL, step2 credentials + registration date). Reg date is optional per PRD 3.2.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,● Confirmed - dwaar/portals/add/page.tsx (create); dwaar/portals/portal/[id]/page.tsx (combined detail+edit),● Confirmed - Same POST /api/credentials endpoint (upsert-style),● Confirmed - POST /api/credentials handles BOTH create and update (branches internally on presence of data.id) - no separate PUT route,● Confirmed - credential_records table,Not mapped,Foundation contacts; Rajya; continuity workflows,Possible,No,No,No,Low,No,Unique,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Kunji / Credentials] Registration date accepts future dates,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-LOAN-001,PM-18,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,19,Rin / Loans,/12000,"Amount fields: stuck leading 0, no rupee symbol","Typed 8000 into Premium Amount → field showed 80000 (default 0 merged at caret-start) — a plausible-looking 10x corruption of a financial amount. | Caret at end → 08000 (exact reported symptom). Select-all + Delete snaps field back to 0 — cannot be emptied. | SEVERITY NUANCE FINAL: leading-zero display variant is cosmetic at rest (API stored 1000000/12000 correctly, zeros stripped). Caret-at-start variant (tester-corroborated 10-07/11-07) produces value x10 which parses as legitimate and WOULD store wrong — the real data risk. Rupee in label only.",Delete,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Deletion should remove or safely unlink dependent records according to product rules.,"Typed 8000 into Premium Amount → field showed 80000 (default 0 merged at caret-start) — a plausible-looking 10x corruption of a financial amount. | Caret at end → 08000 (exact reported symptom). Select-all + Delete snaps field back to 0 — cannot be emptied. | SEVERITY NUANCE FINAL: leading-zero display variant is cosmetic at rest (API stored 1000000/12000 correctly, zeros stripped). Caret-at-start variant (tester-corroborated 10-07/11-07) produces value x10 which parses as legitimate and WOULD store wrong — the real data risk. Rupee in label only.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/bhoomi/page.tsx,bhoomiService; NotificationStore; Vault,/api/bhoomi/properties; /api/bhoomi/properties/[id]; /api/loans,Prisma PropertyAsset; local Vault,type,Bhoomi; Foundation family; Khate; Rajya; education/property context,Possible,Possible,Possible,No,High,Possible,Unique,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,"[Rin / Loans] Amount fields: stuck leading 0, no rupee symbol",Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-INSURANCE-001,PM-19,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,20,Raksha / Insurance,/01/2024,Next due date accepts past dates,"Set Next Due Date = 01/01/2024 (2.5 yrs past) → accepted; NO validation message anywhere in form; 'SEAL SHIELD' save button remained enabled. | Fresh form: 2025-06-15 set via React change handler -> accepted; no validation message; tester visual corroboration on screen. | Attempt 1 keyboard, attempt 2 change-handler. Human corroboration 10-07: submit attempt was blocked ONLY by native required validation on Insurer Name — the past date raised nothing. Native validation exists on the form; dates are exempt.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Twice,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Set Next Due Date = 01/01/2024 (2.5 yrs past) → accepted; NO validation message anywhere in form; 'SEAL SHIELD' save button remained enabled. | Fresh form: 2025-06-15 set via React change handler -> accepted; no validation message; tester visual corroboration on screen. | Attempt 1 keyboard, attempt 2 change-handler. Human corroboration 10-07: submit attempt was blocked ONLY by native required validation on Insurer Name — the past date raised nothing. Native validation exists on the form; dates are exempt.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/suraksha/page.tsx,None,None,None,type,Foundation family; Mitra; Succession; Rajya; Doot; Auth/security concepts only; None confirmed,Possible,Possible,Possible,No,Low,No,Unique,,Strong Evidence,Source evidence reports Reproduced Twice; technical/root-cause verification remains pending.,Yes,Bug,[Raksha / Insurance] Next due date accepts past dates,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-006,PM-20,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,21,Sthapana / Foundation,/raksha/policies/add,Doc upload missing in Add form (present in Edit),"Inspected /raksha/policies/add: no file input; zero upload/attach/document mentions (sections: Policy Foundation, Financial Cover, Beneficiaries & Coverage only). | Fresh-load re-inspection: hasFileInput=false, zero upload/attach/document mentions. | Full form human-scrolled 10-07: Policy Foundation, Financial Cover, Beneficiaries & Coverage (covered members, primary nominee, agent/contact) — no upload block anywhere. Nominee helper text confirms filter on Nominee Eligible flag (see NB-004).",Save/Create,P3,"Primarily UI, wording, layout, or lower-risk usability issue unless WD evidence shows deeper impact.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Inspected /raksha/policies/add: no file input; zero upload/attach/document mentions (sections: Policy Foundation, Financial Cover, Beneficiaries & Coverage only). | Fresh-load re-inspection: hasFileInput=false, zero upload/attach/document mentions. | Full form human-scrolled 10-07: Policy Foundation, Financial Cover, Beneficiaries & Coverage (covered members, primary nominee, agent/contact) — no upload block anywhere. Nominee helper text confirms filter on Nominee Eligible flag (see NB-004).",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules; Document Vault,Possible,Possible,Possible,No,Low,No,Parent Bug,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Sthapana / Foundation] Doc upload missing in Add form (present in Edit),Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-007,PM-21,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,22,Sthapana / Foundation,Needs WD Verification,Uploaded doc -> Drive 'file not found',"Tester uploaded doc to policy TEST-POL-1234; View -> same phantom Drive URL failure as Bug 25. | Root cause established (internal ID in Drive URL, DUP-1); occurred even AFTER Drive account was linked — Raksha view-URL bug independent of Drive state. | DUP-1 family complete: 21+25 confirmed, 34 expected identical.",Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,"Document should upload, link, display, and delete through the intended vault/storage flow.","Tester uploaded doc to policy TEST-POL-1234; View -> same phantom Drive URL failure as Bug 25. | Root cause established (internal ID in Drive URL, DUP-1); occurred even AFTER Drive account was linked — Raksha view-URL bug independent of Drive state. | DUP-1 family complete: 21+25 confirmed, 34 expected identical.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules,Possible,Possible,Yes,No,Possible,No,Parent Bug,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Sthapana / Foundation] Uploaded doc -> Drive 'file not found',Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-BANK-001,PM-22,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,23,Pravah / Banking,Needs WD Verification,Multiple accounts can be marked primary,"Tester created two accounts, checked Make this my primary on BOTH — no warning or validation appeared (reported defect confirmed). | Post-save list shows NO primary badge on either account — primary status either undisplayed or not persisted (silent-loss suspicion; account API route not discoverable to verify). | Core (no validation on multiple primaries) confirmed; badge absence adds possible flag-loss — verify at data layer when API route known.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Tester created two accounts, checked Make this my primary on BOTH — no warning or validation appeared (reported defect confirmed). | Post-save list shows NO primary badge on either account — primary status either undisplayed or not persisted (silent-loss suspicion; account API route not discoverable to verify). | Core (no validation on multiple primaries) confirmed; badge absence adds possible flag-loss — verify at data layer when API route known.",Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage,Possible,Possible,No,No,High,No,Parent Bug,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Pravah / Banking] Multiple accounts can be marked primary,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-BANK-002,PM-23,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,24,Pravah / Banking,/change,Loan start date accepts future dates,Start Date set to 2027-09-05 through React input/change handlers -> accepted; NO validation message; Create Loan Account stayed enabled. | 2028-01-15 -> identical result. | Method: programmatic value + change events (keyboard entry blocked by pre-filled field); optional human calendar-picker pass for completeness.,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Start Date set to 2027-09-05 through React input/change handlers -> accepted; NO validation message; Create Loan Account stayed enabled. | 2028-01-15 -> identical result. | Method: programmatic value + change events (keyboard entry blocked by pre-filled field); optional human calendar-picker pass for completeness.,Yes,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage,Possible,Possible,No,No,Low,Possible,Unique,,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Pravah / Banking] Loan start date accepts future dates,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
