Requirement ID,Requirement / Feature,PRD Section,Expected Behaviour,Implementation Evidence,Route / Screen Evidence,File Evidence,Database Evidence,Status,Gap Description,Confidence,Technical Question,Recommended Next Action
PRD-M01-011,Relationship,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.2 Family Management (1 + 5)","The application should capture or support relationship, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Relationship behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Relationship; then mark Verified if behavior matches the PRD.
PRD-M01-012,Dependent (Yes/No),"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.2 Family Management (1 + 5)","The application should capture or support dependent (yes/no), validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Dependent (Yes/No) behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Dependent (Yes/No); then mark Verified if behavior matches the PRD.
PRD-M01-013,Nominee eligible (Yes/No),"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.2 Family Management (1 + 5)","The application should capture or support nominee eligible (yes/no), validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Nominee eligible (Yes/No) behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Nominee eligible (Yes/No); then mark Verified if behavior matches the PRD.
PRD-M01-014,Individual access level,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.2 Family Management (1 + 5)","The application should capture or support individual access level, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Individual access level behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Individual access level; then mark Verified if behavior matches the PRD.
PRD-M01-015,Degree / Course,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.3 Education & Qualification","The application should capture or support degree / course, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Degree / Course behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Degree / Course; then mark Verified if behavior matches the PRD.
PRD-M01-016,Institution / University,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.3 Education & Qualification","The application should capture or support institution / university, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Institution / University behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Institution / University; then mark Verified if behavior matches the PRD.
PRD-M01-017,Year of completion,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.3 Education & Qualification","The application should capture or support year of completion, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Year of completion behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Year of completion; then mark Verified if behavior matches the PRD.
PRD-M01-018,Specialization,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.3 Education & Qualification","The application should capture or support specialization, validate it, persist it to the authoritative store, and display it after save.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,No material source-level gap found for this atomic field; live behavior still requires PM/WD confirmation.,Confirmed,Can WD/PM confirm that Specialization behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Specialization; then mark Verified if behavior matches the PRD.
PRD-M01-019,Education loan mapping,"MODULE 1: USER, FAMILY & PROFILE MANAGEMENT (Sthapana) > 1.3 Education & Qualification","An education record should link to a real loan record when applicable, preserve that relationship after edit, and handle deletion/unlinking explicitly.","FoundationHub, Submodule1B, onboarding steps, familyService, educationService, and profile API provide profile/family/education paths. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; PM_SCREEN_INVENTORY and PM_FIELD_INVENTORY list Foundation, Family, and Education screens. Evidence authority remains source/database unless a live observation is explicitly stated.",/foundation; /foundation/family; /foundation/education; /onboarding/name; /onboarding/dob; /onboarding/status; /onboarding/occupation,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/foundation/family/page.tsx; src/app/(dashboard)/foundation/education/page.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,users; family_members; education; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,The boolean UI writes the sentinel EDUCATION_LOAN_ACTIVE into education.linkedLoanId rather than linking a loan_accounts.id.,Confirmed,"Which implementation is authoritative for Education loan mapping, and how should WD resolve this mismatch: The boolean UI writes the sentinel EDUCATION_LOAN_ACTIVE into education.linkedLoanId rather than linking a loan_accounts.id.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M02-001,Aadhaar,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.1 Identity Records,"The application should offer Aadhaar as a supported option and preserve that type through create, view, edit, and delete workflows.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Aadhaar behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Aadhaar; then mark Verified if behavior matches the PRD.
PRD-M02-002,PAN,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.1 Identity Records,"The application should offer PAN as a supported option and preserve that type through create, view, edit, and delete workflows.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that PAN behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for PAN; then mark Verified if behavior matches the PRD.
PRD-M02-003,Passport,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.1 Identity Records,"The application should offer Passport as a supported option and preserve that type through create, view, edit, and delete workflows.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Passport behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Passport; then mark Verified if behavior matches the PRD.
PRD-M02-004,Driving License,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.1 Identity Records,"The application should offer Driving License as a supported option and preserve that type through create, view, edit, and delete workflows.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Driving License behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Driving License; then mark Verified if behavior matches the PRD.
PRD-M02-005,Voter ID,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.1 Identity Records,"The application should offer Voter ID as a supported option and preserve that type through create, view, edit, and delete workflows.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Voter ID behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Voter ID; then mark Verified if behavior matches the PRD.
PRD-M02-006,Linked mobile,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.2 Identity Mapping,"The application should capture or support linked mobile, validate it, persist it to the authoritative store, and display it after save.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Linked mobile behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Linked mobile; then mark Verified if behavior matches the PRD.
PRD-M02-007,Linked email,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.2 Identity Mapping,"The application should capture or support linked email, validate it, persist it to the authoritative store, and display it after save.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,"Implementation exists, but identity linkage and vault deletion use soft/application-managed relationships.",Confirmed,Can WD/PM confirm that Linked email behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Linked email; then mark Verified if behavior matches the PRD.
PRD-M02-008,Linked bank / tax / investment,MODULE 2: DIGITAL IDENTITY & KYC VAULT (Pehchaan) > 2.2 Identity Mapping,"An identity record should link to explicit bank, tax, or investment entities through defined relationship identifiers and survive create/edit/delete lifecycle changes.","IdentityHub, AddIdentityPage, IdentityStore, identityService, identity-link routes, and reminder routes implement document registry and linking. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD/reminders; DA10-008 reports deletion available through the general vault rather than inside Pehchaan. Evidence authority remains source/database unless a live observation is explicitly stated.",/pehchaan/records; /pehchaan/records/add; /pehchaan/records/links; /pehchaan/records/renewals; /api/identity; /api/identity/links; /api/identity/reminders,src/app/(dashboard)/pehchaan/records/page.tsx; src/app/(dashboard)/pehchaan/records/add/page.tsx; src/app/(dashboard)/pehchaan/records/links/page.tsx; src/lib/services/identityService.ts; src/app/api/identity/reminders/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,identity_records; identity_links; reminders; document_meta; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Partially Implemented,"Generic identity_links records and mapping UI exist, but bank/tax/investment targets are not enforced foreign-key relationships.",Confirmed,"Which implementation is authoritative for Linked bank / tax / investment, and how should WD resolve this mismatch: Generic identity_links records and mapping UI exist, but bank/tax/investment targets are not enforced foreign-key relationships.",WD to close the cited gap for Linked bank / tax / investment; PM/DA to verify the completed workflow end to end.
