Bug ID,Source ID / Reference,Source Type,Module,Parent Module,Bug Title,Bug Description,Severity,Priority,Reproduction Status,Live Verification Status,Reminder Feature Status,Likely Files,Likely Functions,Likely Tables,Likely Columns,Related Modules,Duplicate Status,Master Bug ID,Parent Bug Link,Technical Confidence,Evidence ID / Source Row,Evidence Path,Dummy Data Used,Observed Behavior,Expected Behavior,PRD Requirement ID,Jira Key,Jira Status,Root Cause Analysis,Fix Complexity,Fix Owner Role,Recommended Next Action,Reviewer Name,Review Date,Verification Notes,Security Impact,Data Loss Risk,Blocked Journeys,Closure Status
BUG-245,DA-TAB-ROW-245,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #245,Automated/DA stress audit finding #245 in NIVESH (Investments).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-245,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-245,SVAR-445,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-246,DA-TAB-ROW-246,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #246,Automated/DA stress audit finding #246 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-246,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-246,SVAR-446,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-247,DA-TAB-ROW-247,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #247,Automated/DA stress audit finding #247 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-247,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-247,SVAR-447,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-248,DA-TAB-ROW-248,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #248,Automated/DA stress audit finding #248 in BIMAN (Insurance).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-248,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-248,SVAR-448,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-249,DA-TAB-ROW-249,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #249,Automated/DA stress audit finding #249 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-249,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-249,SVAR-449,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-250,DA-TAB-ROW-250,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #250,Automated/DA stress audit finding #250 in SAMPATTI (Assets).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-250,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-250,SVAR-450,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-251,DA-TAB-ROW-251,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),LAKSHYA (Goals) edge-case form validation / calculation sync issue #251,Automated/DA stress audit finding #251 in LAKSHYA (Goals).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-251,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-251,SVAR-451,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-252,DA-TAB-ROW-252,DA Workbook / QA Stress Test,TAX,TAX,TAX edge-case form validation / calculation sync issue #252,Automated/DA stress audit finding #252 in TAX.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(tax)/page.tsx,handleSubmit(),tax_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-252,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-TAX-252,SVAR-452,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-253,DA-TAB-ROW-253,DA Workbook / QA Stress Test,FAMILY,FAMILY,Reminder notification failure in FAMILY [Feature Unimplemented Live],Automated/DA stress audit finding #253 in FAMILY.,Medium (P3),P3,Not Tested - Feature Unavailable,Needs WD Verification,Not Implemented in Current Build,src/app/(family)/page.tsx,handleSubmit(),family_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-253,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-FAMILY-253,SVAR-453,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-254,DA-TAB-ROW-254,DA Workbook / QA Stress Test,VAULT (Documents),VAULT (Documents),VAULT (Documents) edge-case form validation / calculation sync issue #254,Automated/DA stress audit finding #254 in VAULT (Documents).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vault (documents))/page.tsx,handleSubmit(),vault (documents)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-254,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VAULT (Documents)-254,SVAR-454,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-255,DA-TAB-ROW-255,DA Workbook / QA Stress Test,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION edge-case form validation / calculation sync issue #255,Automated/DA stress audit finding #255 in SYSTEM/GAMIFICATION.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(system/gamification)/page.tsx,handleSubmit(),system/gamification_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-255,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SYSTEM/GAMIFICATION-255,SVAR-455,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-256,DA-TAB-ROW-256,DA Workbook / QA Stress Test,ADMIN,ADMIN,ADMIN edge-case form validation / calculation sync issue #256,Automated/DA stress audit finding #256 in ADMIN.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(admin)/page.tsx,handleSubmit(),admin_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-256,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ADMIN-256,SVAR-456,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-257,DA-TAB-ROW-257,DA Workbook / QA Stress Test,AUTH,AUTH,AUTH edge-case form validation / calculation sync issue #257,Automated/DA stress audit finding #257 in AUTH.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(auth)/page.tsx,handleSubmit(),auth_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-257,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-AUTH-257,SVAR-457,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-258,DA-TAB-ROW-258,DA Workbook / QA Stress Test,ONBOARDING,ONBOARDING,ONBOARDING edge-case form validation / calculation sync issue #258,Automated/DA stress audit finding #258 in ONBOARDING.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(onboarding)/page.tsx,handleSubmit(),onboarding_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-258,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ONBOARDING-258,SVAR-458,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-259,DA-TAB-ROW-259,DA Workbook / QA Stress Test,DASHBOARD,DASHBOARD,DASHBOARD edge-case form validation / calculation sync issue #259,Automated/DA stress audit finding #259 in DASHBOARD.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(dashboard)/page.tsx,handleSubmit(),dashboard_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-259,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-DASHBOARD-259,SVAR-459,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-260,DA-TAB-ROW-260,DA Workbook / QA Stress Test,KHATE (Bank Hub),KHATE (Bank Hub),KHATE (Bank Hub) edge-case form validation / calculation sync issue #260,Automated/DA stress audit finding #260 in KHATE (Bank Hub).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(khate (bank hub))/page.tsx,handleSubmit(),khate (bank hub)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-260,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KHATE (Bank Hub)-260,SVAR-460,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-261,DA-TAB-ROW-261,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #261,Automated/DA stress audit finding #261 in NIVESH (Investments).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-261,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-261,SVAR-461,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-262,DA-TAB-ROW-262,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #262,Automated/DA stress audit finding #262 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-262,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-262,SVAR-462,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-263,DA-TAB-ROW-263,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #263,Automated/DA stress audit finding #263 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-263,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-263,SVAR-463,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-264,DA-TAB-ROW-264,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #264,Automated/DA stress audit finding #264 in BIMAN (Insurance).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-264,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-264,SVAR-464,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-265,DA-TAB-ROW-265,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #265,Automated/DA stress audit finding #265 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-265,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-265,SVAR-465,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-266,DA-TAB-ROW-266,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #266,Automated/DA stress audit finding #266 in SAMPATTI (Assets).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-266,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-266,SVAR-466,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-267,DA-TAB-ROW-267,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),LAKSHYA (Goals) edge-case form validation / calculation sync issue #267,Automated/DA stress audit finding #267 in LAKSHYA (Goals).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-267,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-267,SVAR-467,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-268,DA-TAB-ROW-268,DA Workbook / QA Stress Test,TAX,TAX,TAX edge-case form validation / calculation sync issue #268,Automated/DA stress audit finding #268 in TAX.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(tax)/page.tsx,handleSubmit(),tax_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-268,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-TAX-268,SVAR-468,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-269,DA-TAB-ROW-269,DA Workbook / QA Stress Test,FAMILY,FAMILY,FAMILY edge-case form validation / calculation sync issue #269,Automated/DA stress audit finding #269 in FAMILY.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(family)/page.tsx,handleSubmit(),family_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-269,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-FAMILY-269,SVAR-469,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-270,DA-TAB-ROW-270,DA Workbook / QA Stress Test,VAULT (Documents),VAULT (Documents),VAULT (Documents) edge-case form validation / calculation sync issue #270,Automated/DA stress audit finding #270 in VAULT (Documents).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vault (documents))/page.tsx,handleSubmit(),vault (documents)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-270,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VAULT (Documents)-270,SVAR-470,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-271,DA-TAB-ROW-271,DA Workbook / QA Stress Test,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION edge-case form validation / calculation sync issue #271,Automated/DA stress audit finding #271 in SYSTEM/GAMIFICATION.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(system/gamification)/page.tsx,handleSubmit(),system/gamification_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-271,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SYSTEM/GAMIFICATION-271,SVAR-471,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-272,DA-TAB-ROW-272,DA Workbook / QA Stress Test,ADMIN,ADMIN,ADMIN edge-case form validation / calculation sync issue #272,Automated/DA stress audit finding #272 in ADMIN.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(admin)/page.tsx,handleSubmit(),admin_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-272,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ADMIN-272,SVAR-472,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-273,DA-TAB-ROW-273,DA Workbook / QA Stress Test,AUTH,AUTH,AUTH edge-case form validation / calculation sync issue #273,Automated/DA stress audit finding #273 in AUTH.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(auth)/page.tsx,handleSubmit(),auth_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-273,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-AUTH-273,SVAR-473,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-274,DA-TAB-ROW-274,DA Workbook / QA Stress Test,ONBOARDING,ONBOARDING,ONBOARDING edge-case form validation / calculation sync issue #274,Automated/DA stress audit finding #274 in ONBOARDING.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(onboarding)/page.tsx,handleSubmit(),onboarding_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-274,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ONBOARDING-274,SVAR-474,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-275,DA-TAB-ROW-275,DA Workbook / QA Stress Test,DASHBOARD,DASHBOARD,DASHBOARD edge-case form validation / calculation sync issue #275,Automated/DA stress audit finding #275 in DASHBOARD.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(dashboard)/page.tsx,handleSubmit(),dashboard_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-275,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-DASHBOARD-275,SVAR-475,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-276,DA-TAB-ROW-276,DA Workbook / QA Stress Test,KHATE (Bank Hub),KHATE (Bank Hub),Reminder notification failure in KHATE (Bank Hub) [Feature Unimplemented Live],Automated/DA stress audit finding #276 in KHATE (Bank Hub).,Medium (P3),P3,Not Tested - Feature Unavailable,Needs WD Verification,Not Implemented in Current Build,src/app/(khate (bank hub))/page.tsx,handleSubmit(),khate (bank hub)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-276,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KHATE (Bank Hub)-276,SVAR-476,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-277,DA-TAB-ROW-277,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #277,Automated/DA stress audit finding #277 in NIVESH (Investments).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-277,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-277,SVAR-477,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-278,DA-TAB-ROW-278,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #278,Automated/DA stress audit finding #278 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-278,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-278,SVAR-478,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-279,DA-TAB-ROW-279,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #279,Automated/DA stress audit finding #279 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-279,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-279,SVAR-479,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
